churn,chat_log
1,"Customer: My order was delayed, and now it says 'Shipping Label Voided.'
Agent: I apologize. There was an issue with the carrier integration.
Customer: I'm done. Refund my money."
0,"Customer: I need to know the power requirements for this gaming console.
Agent: It requires a standard 120V AC input.
Customer: Good. Thanks for the info.
Agent: Enjoy the console!"
1,"Customer: The customer service agent I spoke to yesterday was extremely unhelpful.
Agent: I sincerely apologize. Can you tell me the issue?
Customer: I'm just too annoyed. I'm cancelling my account now."
0,"Customer: Can I buy a gift card for a custom amount?
Agent: Yes, you can set any amount between $10 and $500.
Customer: I need $35. Perfect.
Agent: Gift card created."
1,"Customer: The shipping fee is way too high. I'm cancelling my order.
Agent: I can offer a discount on the shipping.
Customer: No. Your base price is too high with that fee. Goodbye."
0,"Customer: I need to know if this fabric is easy to wash and dry.
Agent: Yes, it is machine washable and can be tumble dried on low.
Customer: Great. Easy care is a must.
Agent: Designed for your convenience."
1,"Customer: I keep getting emails about a sale that ended last week. Stop spamming.
Agent: I apologize. I'm manually unsubscribing your email address.
Customer: Make it permanent. I'm annoyed."
0,"Customer: I want to know the dimensions of the bed frame packaging.
Agent: The main box is 75x15x10 inches.
Customer: Will it fit in my SUV?
Agent: Yes, if the rear seats fold down.
Customer: Great, I'll order for pickup."
1,"Customer: My account was locked because of too many failed login attempts.
Agent: I apologize. I see a new device triggered the lock.
Customer: Unlock it now! This is ridiculous."
0,"Customer: I need to confirm the warranty on this blender.
Agent: It has a standard 5-year warranty from the manufacturer.
Customer: Excellent. That's a good guarantee.
Agent: We only sell quality products."
1,"Customer: The item I received is scratched and clearly used.
Agent: I apologize. This must be a warehouse mix-up.
Customer: I want a refund, not a used item.
Agent: Refund processed."
0,"Customer: Can I change the shipping method for my current order?
Agent: Yes, from Standard to Express. That's possible now.
Customer: Upgrade to Express. Thanks!
Agent: Upgrade confirmed."
1,"Customer: Your chat system disconnected me right as I was explaining the issue.
Agent: I apologize. We see you are back. What was the issue?
Customer: I'm too frustrated. I'll just cancel everything."
0,"Customer: I need to know if this paint is suitable for outdoor use.
Agent: Yes, it is rated for all-weather, exterior application.
Customer: Perfect for my deck.
Agent: Enjoy your project!"
1,"Customer: I was charged a full subscription fee after the free trial ended.
Agent: I apologize. The trial terms stated auto-renewal.
Customer: That's a sneaky way to charge me. Refund it."
0,"Customer: I'm looking for a gift for a new homeowner.
Agent: Our smart coffee maker is a popular and useful housewarming gift.
Customer: I'll buy it. Thanks for the idea.
Agent: Great choice!"
1,"Customer: I waited on hold for 40 minutes for a simple question.
Agent: I apologize for the excessive wait.
Customer: I'm done. Closing my account due to poor service."
0,"Customer: Does this electronic item support Bluetooth 5.0?
Agent: Yes, it features the latest Bluetooth 5.0 technology.
Customer: Good. I'll place the order.
Agent: Great!"
1,"Customer: The item description was totally misleading about the material.
Agent: I apologize for the inaccurate description. You can return it.
Customer: You should cover the return shipping since it's misleading."
0,"Customer: I need to update my card details for my recurring order.
Agent: You can update them in the 'Saved Payments' section.
Customer: Done. Thanks!
Agent: Update confirmed."
1,"Customer: I received a notification about a late payment, but I paid on time!
Agent: I apologize for the billing error. I will manually clear the notice.
Customer: I'm cancelling my subscription due to bad billing."
0,"Customer: I wanted to compliment the easy website navigation.
Agent: Thank you! We strive for user-friendly design.
Customer: Great experience.
Agent: We appreciate your feedback."
1,"Customer: My package is stuck in transit for over a week.
Agent: I apologize. I will file a lost package claim.
Customer: Refund me now. I don't want to wait for the claim."
0,"Customer: Can I add a gift message to my order?
Agent: Yes, you can add a personalized message at checkout.
Customer: Perfect for my friend's birthday.
Agent: Message added."
1,"Customer: The advertised discount code is not working for my purchase.
Agent: That code has a minimum purchase requirement.
Customer: It didn't state that! I'm cancelling the order."
0,"Customer: I need to know if this fabric is pre-shrunk.
Agent: Yes, it is 100% pre-shrunk cotton.
Customer: Great. Thanks for the information.
Agent: You're welcome!"
1,"Customer: I was promised a refund yesterday, and it's not in my account.
Agent: I apologize. I will expedite the payment process right now.
Customer: It better show up today. This is frustrating."
0,"Customer: Can I change my delivery address to my office address?
Agent: Yes, I can update the address before it ships.
Customer: Update to my work address. Thanks.
Agent: Address changed."
1,"Customer: The price of the item dropped by $30 after I bought it.
Agent: I apologize. Our price match window is closed.
Customer: I'm returning it and buying it at the lower price."
0,"Customer: I'm looking for a gift that is environmentally friendly.
Agent: Our bamboo utensil set is sustainable and highly rated.
Customer: I'll buy that. Thanks for the suggestion.
Agent: Great ethical choice."
1,"Customer: Your returns process is way too complicated.
Agent: I apologize. I can walk you through the steps now.
Customer: No. I'm done. I'm taking my business to a simpler site."
0,"Customer: Does this product come with any free accessories?
Agent: Yes, it includes a free carrying case and a cleaning cloth.
Customer: Awesome bonus!
Agent: Enjoy the extras."
1,"Customer: I received a final warning about an unpaid bill, but I paid it.
Agent: I apologize for the system error. I'll clear the warning.
Customer: This is poor billing management. I'm leaving."
0,"Customer: I need to know if this item is safe for children under 3.
Agent: Yes, it is certified non-toxic and choke-hazard free.
Customer: Perfect for my toddler.
Agent: Safety first!"
1,"Customer: I keep getting unwanted promotional text messages.
Agent: I apologize. I will add your number to the Do Not Text list.
Customer: Permanently. I'm annoyed."
0,"Customer: I wanted to compliment the quality of the product. Very well made.
Agent: That's wonderful to hear! We appreciate your compliment.
Customer: Will definitely recommend you.
Agent: Thank you so much!"
1,"Customer: The coupon I received expired before I could use it.
Agent: I apologize. I can offer you a one-time discount code instead.
Customer: No. I wanted the original deal. Goodbye."
0,"Customer: Can I change the color of the pillowcases in my sheet set order?
Agent: Yes, as long as it hasn't shipped. Change confirmed.
Customer: Thanks for the flexibility!
Agent: You're welcome."
1,"Customer: My account was charged an annual fee without any warning.
Agent: I apologize. You should have received a notification.
Customer: Refund the fee. I'm cancelling the service."
0,"Customer: I'm looking for a gift for a cat owner.
Agent: Our interactive laser toy is very popular with cats.
Customer: I'll buy that. Thanks for the suggestion.
Agent: Your cat will love it!"
1,"Customer: I waited on hold for 35 minutes and was disconnected.
Agent: I apologize for the inconvenience. How can I help?
Customer: I'm too frustrated to continue. Cancel my account."
0,"Customer: I need to know the dimensions of the bedsheets.
Agent: They are 108 inches by 102 inches (King size).
Customer: Perfect fit for my bed.
Agent: Great!"
1,"Customer: The delivery driver left my package in a rain puddle.
Agent: I apologize for the driver's negligence. I'll file a complaint.
Customer: Refund the item. It's soaked."
0,"Customer: Can I pay with two different gift cards on the same order?
Agent: Yes, you can use up to three gift cards.
Customer: Great. Thanks!
Agent: You're all set."
1,"Customer: I received the wrong item. I'm done with this company.
Agent: I apologize. We can send the correct item right away.
Customer: No, refund me. I'll buy it elsewhere."
0,"Customer: I need to confirm the warranty on this electronic device.
Agent: It has a 1-year warranty from the manufacturer.
Customer: Good. I'll purchase it.
Agent: Enjoy the product!"
1,"Customer: The price of the item I bought is now 50% off. I want the difference.
Agent: Our price adjustment policy is 7 days.
Customer: That's unfair. I'm returning the item."
0,"Customer: I'm looking for a gift that is ethically sourced.
Agent: Our 'Artisan Collection' is 100% fair-trade certified.
Customer: I'll buy that. Thanks for the suggestion.
Agent: Great choice!"
1,"Customer: My order was delayed, and now it says 'Shipping Label Voided.'
Agent: I apologize. There was an issue with the carrier integration.
Customer: I'm done. Refund my money."
0,"Customer: I need to know the power requirements for this gaming console.
Agent: It requires a standard 120V AC input.
Customer: Good. Thanks for the info.
Agent: Enjoy the console!"
1,"Customer: The customer service agent I spoke to yesterday was extremely unhelpful.
Agent: I sincerely apologize. Can you tell me the issue?
Customer: I'm just too annoyed. I'm cancelling my account now."
0,"Customer: Can I buy a gift card for a custom amount?
Agent: Yes, you can set any amount between $10 and $500.
Customer: I need $35. Perfect.
Agent: Gift card created."
1,"Customer: The shipping fee is way too high. I'm cancelling my order.
Agent: I can offer a discount on the shipping.
Customer: No. Your base price is too high with that fee. Goodbye."
0,"Customer: I need to know if this fabric is easy to wash and dry.
Agent: Yes, it is machine washable and can be tumble dried on low.
Customer: Great. Easy care is a must.
Agent: Designed for your convenience."
1,"Customer: I keep getting emails about a sale that ended last week. Stop spamming.
Agent: I apologize. I'm manually unsubscribing your email address.
Customer: Make it permanent. I'm annoyed."
0,"Customer: I want to know the dimensions of the bed frame packaging.
Agent: The main box is 75x15x10 inches.
Customer: Will it fit in my SUV?
Agent: Yes, if the rear seats fold down.
Customer: Great, I'll order for pickup."
1,"Customer: My account was locked because of too many failed login attempts.
Agent: I apologize. I see a new device triggered the lock.
Customer: Unlock it now! This is ridiculous."
0,"Customer: I need to confirm the warranty on this blender.
Agent: It has a standard 5-year warranty from the manufacturer.
Customer: Excellent. That's a good guarantee.
Agent: We only sell quality products."
1,"Customer: The item I received is scratched and clearly used.
Agent: I apologize. This must be a warehouse mix-up.
Customer: I want a refund, not a used item.
Agent: Refund processed."
0,"Customer: Can I change the shipping method for my current order?
Agent: Yes, from Standard to Express. That's possible now.
Customer: Upgrade to Express. Thanks!
Agent: Upgrade confirmed."
1,"Customer: Your chat system disconnected me right as I was explaining the issue.
Agent: I apologize. We see you are back. What was the issue?
Customer: I'm too frustrated. I'll just cancel everything."
0,"Customer: I need to know if this paint is suitable for outdoor use.
Agent: Yes, it is rated for all-weather, exterior application.
Customer: Perfect for my deck.
Agent: Enjoy your project!"
1,"Customer: I was charged a full subscription fee after the free trial ended.
Agent: I apologize. The trial terms stated auto-renewal.
Customer: That's a sneaky way to charge me. Refund it."
0,"Customer: I'm looking for a gift for a new homeowner.
Agent: Our smart coffee maker is a popular and useful housewarming gift.
Customer: I'll buy it. Thanks for the idea.
Agent: Great choice!"
1,"Customer: I waited on hold for 40 minutes for a simple question.
Agent: I apologize for the excessive wait.
Customer: I'm done. Closing my account due to poor service."
0,"Customer: Does this electronic item support Bluetooth 5.0?
Agent: Yes, it features the latest Bluetooth 5.0 technology.
Customer: Good. I'll place the order.
Agent: Great!"
1,"Customer: The item description was totally misleading about the material.
Agent: I apologize for the inaccurate description. You can return it.
Customer: You should cover the return shipping since it's misleading."
0,"Customer: I need to update my card details for my recurring order.
Agent: You can update them in the 'Saved Payments' section.
Customer: Done. Thanks!
Agent: Update confirmed."
1,"Customer: I received a notification about a late payment, but I paid on time!
Agent: I apologize for the billing error. I will manually clear the notice.
Customer: I'm cancelling my subscription due to bad billing."
0,"Customer: I wanted to compliment the easy website navigation.
Agent: Thank you! We strive for user-friendly design.
Customer: Great experience.
Agent: We appreciate your feedback."
1,"Customer: My package is stuck in transit for over a week.
Agent: I apologize. I will file a lost package claim.
Customer: Refund me now. I don't want to wait for the claim."
0,"Customer: Can I add a gift message to my order?
Agent: Yes, you can add a personalized message at checkout.
Customer: Perfect for my friend's birthday.
Agent: Message added."
1,"Customer: The advertised discount code is not working for my purchase.
Agent: That code has a minimum purchase requirement.
Customer: It didn't state that! I'm cancelling the order."
0,"Customer: I need to know if this fabric is pre-shrunk.
Agent: Yes, it is 100% pre-shrunk cotton.
Customer: Great. Thanks for the information.
Agent: You're welcome!"
1,"Customer: I was promised a refund yesterday, and it's not in my account.
Agent: I apologize. I will expedite the payment process right now.
Customer: It better show up today. This is frustrating."
0,"Customer: Can I change my delivery address to my office address?
Agent: Yes, I can update the address before it ships.
Customer: Update to my work address. Thanks.
Agent: Address changed."
1,"Customer: The price of the item dropped by $30 after I bought it.
Agent: I apologize. Our price match window is closed.
Customer: I'm returning it and buying it at the lower price."
0,"Customer: I'm looking for a gift that is environmentally friendly.
Agent: Our bamboo utensil set is sustainable and highly rated.
Customer: I'll buy that. Thanks for the suggestion.
Agent: Great ethical choice."
1,"Customer: Your returns process is way too complicated.
Agent: I apologize. I can walk you through the steps now.
Customer: No. I'm done. I'm taking my business to a simpler site."
0,"Customer: Does this product come with any free accessories?
Agent: Yes, it includes a free carrying case and a cleaning cloth.
Customer: Awesome bonus!
Agent: Enjoy the extras."
1,"Customer: I received a final warning about an unpaid bill, but I paid it.
Agent: I apologize for the system error. I'll clear the warning.
Customer: This is poor billing management. I'm leaving."
0,"Customer: I need to know if this item is safe for children under 3.
Agent: Yes, it is certified non-toxic and choke-hazard free.
Customer: Perfect for my toddler.
Agent: Safety first!"
1,"Customer: I keep getting unwanted promotional text messages.
Agent: I apologize. I will add your number to the Do Not Text list.
Customer: Permanently. I'm annoyed."
0,"Customer: I wanted to compliment the quality of the product. Very well made.
Agent: That's wonderful to hear! We appreciate your compliment.
Customer: Will definitely recommend you.
Agent: Thank you so much!"
1,"Customer: The coupon I received expired before I could use it.
Agent: I apologize. I can offer you a one-time discount code instead.
Customer: No. I wanted the original deal. Goodbye."
0,"Customer: Can I change the color of the pillowcases in my sheet set order?
Agent: Yes, as long as it hasn't shipped. Change confirmed.
Customer: Thanks for the flexibility!
Agent: You're welcome."
1,"Customer: My account was charged an annual fee without any warning.
Agent: I apologize. You should have received a notification.
Customer: Refund the fee. I'm cancelling the service."
0,"Customer: I'm looking for a gift for a cat owner.
Agent: Our interactive laser toy is very popular with cats.
Customer: I'll buy that. Thanks for the suggestion.
Agent: Your cat will love it!"
1,"Customer: I waited on hold for 35 minutes and was disconnected.
Agent: I apologize for the inconvenience. How can I help?
Customer: I'm too frustrated to continue. Cancel my account."
0,"Customer: I need to know the dimensions of the bedsheets.
Agent: They are 108 inches by 102 inches (King size).
Customer: Perfect fit for my bed.
Agent: Great!"
1,"Customer: The delivery driver left my package in a rain puddle.
Agent: I apologize for the driver's negligence. I'll file a complaint.
Customer: Refund the item. It's soaked."
0,"Customer: Can I pay with two different gift cards on the same order?
Agent: Yes, you can use up to three gift cards.
Customer: Great. Thanks!
Agent: You're all set."
1,"Customer: I received the wrong item. I'm done with this company.
Agent: I apologize. We can send the correct item right away.
Customer: No, refund me. I'll buy it elsewhere."
0,"Customer: I need to confirm the warranty on this electronic device.
Agent: It has a 1-year warranty from the manufacturer.
Customer: Good. I'll purchase it.
Agent: Enjoy the product!"
1,"Customer: The price of the item I bought is now 50% off. I want the difference.
Agent: Our price adjustment policy is 7 days.
Customer: That's unfair. I'm returning the item."
0,"Customer: I'm looking for a gift that is ethically sourced.
Agent: Our 'Artisan Collection' is 100% fair-trade certified.
Customer: I'll buy that. Thanks for the suggestion.
Agent: Great choice!"
1,"Customer: My order was delayed, and now it says 'Shipping Label Voided.'
Agent: I apologize. There was an issue with the carrier integration.
Customer: I'm done. Refund my money."
0,"Customer: I need to know the power requirements for this gaming console.
Agent: It requires a standard 120V AC input.
Customer: Good. Thanks for the info.
Agent: Enjoy the console!"
1,"Customer: The customer service agent I spoke to yesterday was extremely unhelpful.
Agent: I sincerely apologize. Can you tell me the issue?
Customer: I'm just too annoyed. I'm cancelling my account now."
0,"Customer: Can I buy a gift card for a custom amount?
Agent: Yes, you can set any amount between $10 and $500.
Customer: I need $35. Perfect.
Agent: Gift card created."
1,"Customer: The shipping fee is way too high. I'm cancelling my order.
Agent: I can offer a discount on the shipping.
Customer: No. Your base price is too high with that fee. Goodbye."
0,"Customer: I need to know if this fabric is easy to wash and dry.
Agent: Yes, it is machine washable and can be tumble dried on low.
Customer: Great. Easy care is a must.
Agent: Designed for your convenience."
1,"Customer: I keep getting emails about a sale that ended last week. Stop spamming.
Agent: I apologize. I'm manually unsubscribing your email address.
Customer: Make it permanent. I'm annoyed."
0,"Customer: I want to know the dimensions of the bed frame packaging.
Agent: The main box is 75x15x10 inches.
Customer: Will it fit in my SUV?
Agent: Yes, if the rear seats fold down.
Customer: Great, I'll order for pickup."
1,"Customer: My account was locked because of too many failed login attempts.
Agent: I apologize. I see a new device triggered the lock.
Customer: Unlock it now! This is ridiculous."
0,"Customer: I need to confirm the warranty on this blender.
Agent: It has a standard 5-year warranty from the manufacturer.
Customer: Excellent. That's a good guarantee.
Agent: We only sell quality products."
1,"Customer: The item I received is scratched and clearly used.
Agent: I apologize. This must be a warehouse mix-up.
Customer: I want a refund, not a used item.
Agent: Refund processed."
0,"Customer: Can I change the shipping method for my current order?
Agent: Yes, from Standard to Express. That's possible now.
Customer: Upgrade to Express. Thanks!
Agent: Upgrade confirmed."
1,"Customer: Your chat system disconnected me right as I was explaining the issue.
Agent: I apologize. We see you are back. What was the issue?
Customer: I'm too frustrated. I'll just cancel everything."
0,"Customer: I need to know if this paint is suitable for outdoor use.
Agent: Yes, it is rated for all-weather, exterior application.
Customer: Perfect for my deck.
Agent: Enjoy your project!"
1,"Customer: I was charged a full subscription fee after the free trial ended.
Agent: I apologize. The trial terms stated auto-renewal.
Customer: That's a sneaky way to charge me. Refund it."
0,"Customer: I'm looking for a gift for a new homeowner.
Agent: Our smart coffee maker is a popular and useful housewarming gift.
Customer: I'll buy it. Thanks for the idea.
Agent: Great choice!"
1,"Customer: I waited on hold for 40 minutes for a simple question.
Agent: I apologize for the excessive wait.
Customer: I'm done. Closing my account due to poor service."
0,"Customer: Does this electronic item support Bluetooth 5.0?
Agent: Yes, it features the latest Bluetooth 5.0 technology.
Customer: Good. I'll place the order.
Agent: Great!"
1,"Customer: The item description was totally misleading about the material.
Agent: I apologize for the inaccurate description. You can return it.
Customer: You should cover the return shipping since it's misleading."
0,"Customer: I need to update my card details for my recurring order.
Agent: You can update them in the 'Saved Payments' section.
Customer: Done. Thanks!
Agent: Update confirmed."
1,"Customer: I received a notification about a late payment, but I paid on time!
Agent: I apologize for the billing error. I will manually clear the notice.
Customer: I'm cancelling my subscription due to bad billing."
0,"Customer: I wanted to compliment the easy website navigation.
Agent: Thank you! We strive for user-friendly design.
Customer: Great experience.
Agent: We appreciate your feedback."
1,"Customer: My package is stuck in transit for over a week.
Agent: I apologize. I will file a lost package claim.
Customer: Refund me now. I don't want to wait for the claim."
0,"Customer: Can I add a gift message to my order?
Agent: Yes, you can add a personalized message at checkout.
Customer: Perfect for my friend's birthday.
Agent: Message added."
1,"Customer: The advertised discount code is not working for my purchase.
Agent: That code has a minimum purchase requirement.
Customer: It didn't state that! I'm cancelling the order."
0,"Customer: I need to know if this fabric is pre-shrunk.
Agent: Yes, it is 100% pre-shrunk cotton.
Customer: Great. Thanks for the information.
Agent: You're welcome!"
1,"Customer: I was promised a refund yesterday, and it's not in my account.
Agent: I apologize. I will expedite the payment process right now.
Customer: It better show up today. This is frustrating."
0,"Customer: Can I change my delivery address to my office address?
Agent: Yes, I can update the address before it ships.
Customer: Update to my work address. Thanks.
Agent: Address changed."
1,"Customer: The price of the item dropped by $30 after I bought it.
Agent: I apologize. Our price match window is closed.
Customer: I'm returning it and buying it at the lower price."
0,"Customer: I'm looking for a gift that is environmentally friendly.
Agent: Our bamboo utensil set is sustainable and highly rated.
Customer: I'll buy that. Thanks for the suggestion.
Agent: Great ethical choice."
1,"Customer: Your returns process is way too complicated.
Agent: I apologize. I can walk you through the steps now.
Customer: No. I'm done. I'm taking my business to a simpler site."
0,"Customer: Does this product come with any free accessories?
Agent: Yes, it includes a free carrying case and a cleaning cloth.
Customer: Awesome bonus!
Agent: Enjoy the extras."
1,"Customer: I received a final warning about an unpaid bill, but I paid it.
Agent: I apologize for the system error. I'll clear the warning.
Customer: This is poor billing management. I'm leaving."
0,"Customer: I need to know if this item is safe for children under 3.
Agent: Yes, it is certified non-toxic and choke-hazard free.
Customer: Perfect for my toddler.
Agent: Safety first!"
1,"Customer: I keep getting unwanted promotional text messages.
Agent: I apologize. I will add your number to the Do Not Text list.
Customer: Permanently. I'm annoyed."
0,"Customer: I wanted to compliment the quality of the product. Very well made.
Agent: That's wonderful to hear! We appreciate your compliment.
Customer: Will definitely recommend you.
Agent: Thank you so much!"
1,"Customer: The coupon I received expired before I could use it.
Agent: I apologize. I can offer you a one-time discount code instead.
Customer: No. I wanted the original deal. Goodbye."
0,"Customer: Can I change the color of the pillowcases in my sheet set order?
Agent: Yes, as long as it hasn't shipped. Change confirmed.
Customer: Thanks for the flexibility!
Agent: You're welcome."
1,"Customer: My account was charged an annual fee without any warning.
Agent: I apologize. You should have received a notification.
Customer: Refund the fee. I'm cancelling the service."
0,"Customer: I'm looking for a gift for a cat owner.
Agent: Our interactive laser toy is very popular with cats.
Customer: I'll buy that. Thanks for the suggestion.
Agent: Your cat will love it!"
1,"Customer: I waited on hold for 35 minutes and was disconnected.
Agent: I apologize for the inconvenience. How can I help?
Customer: I'm too frustrated to continue. Cancel my account."
0,"Customer: I need to know the dimensions of the bedsheets.
Agent: They are 108 inches by 102 inches (King size).
Customer: Perfect fit for my bed.
Agent: Great!"
1,"Customer: The delivery driver left my package in a rain puddle.
Agent: I apologize for the driver's negligence. I'll file a complaint.
Customer: Refund the item. It's soaked."
0,"Customer: Can I pay with two different gift cards on the same order?
Agent: Yes, you can use up to three gift cards.
Customer: Great. Thanks!
Agent: You're all set."
1,"Customer: I received the wrong item. I'm done with this company.
Agent: I apologize. We can send the correct item right away.
Customer: No, refund me. I'll buy it elsewhere."
0,"Customer: I need to confirm the warranty on this electronic device.
Agent: It has a 1-year warranty from the manufacturer.
Customer: Good. I'll purchase it.
Agent: Enjoy the product!"
1,"Customer: The price of the item I bought is now 50% off. I want the difference.
Agent: Our price adjustment policy is 7 days.
Customer: That's unfair. I'm returning the item."
0,"Customer: I'm looking for a gift that is ethically sourced.
Agent: Our 'Artisan Collection' is 100% fair-trade certified.
Customer: I'll buy that. Thanks for the suggestion.
Agent: Great choice!"
1,"Customer: My order was delayed, and now it says 'Shipping Label Voided.'
Agent: I apologize. There was an issue with the carrier integration.
Customer: I'm done. Refund my money."
0,"Customer: I need to know the power requirements for this gaming console.
Agent: It requires a standard 120V AC input.
Customer: Good. Thanks for the info.
Agent: Enjoy the console!"
1,"Customer: The customer service agent I spoke to yesterday was extremely unhelpful.
Agent: I sincerely apologize. Can you tell me the issue?
Customer: I'm just too annoyed. I'm cancelling my account now."
0,"Customer: Can I buy a gift card for a custom amount?
Agent: Yes, you can set any amount between $10 and $500.
Customer: I need $35. Perfect.
Agent: Gift card created."
1,"Customer: The shipping fee is way too high. I'm cancelling my order.
Agent: I can offer a discount on the shipping.
Customer: No. Your base price is too high with that fee. Goodbye."
0,"Customer: I need to know if this fabric is easy to wash and dry.
Agent: Yes, it is machine washable and can be tumble dried on low.
Customer: Great. Easy care is a must.
Agent: Designed for your convenience."
1,"Customer: I keep getting emails about a sale that ended last week. Stop spamming.
Agent: I apologize. I'm manually unsubscribing your email address.
Customer: Make it permanent. I'm annoyed."
0,"Customer: I want to know the dimensions of the bed frame packaging.
Agent: The main box is 75x15x10 inches.
Customer: Will it fit in my SUV?
Agent: Yes, if the rear seats fold down.
Customer: Great, I'll order for pickup."
1,"Customer: My account was locked because of too many failed login attempts.
Agent: I apologize. I see a new device triggered the lock.
Customer: Unlock it now! This is ridiculous."
0,"Customer: I need to confirm the warranty on this blender.
Agent: It has a standard 5-year warranty from the manufacturer.
Customer: Excellent. That's a good guarantee.
Agent: We only sell quality products."
1,"Customer: The item I received is scratched and clearly used.
Agent: I apologize. This must be a warehouse mix-up.
Customer: I want a refund, not a used item.
Agent: Refund processed."
0,"Customer: Can I change the shipping method for my current order?
Agent: Yes, from Standard to Express. That's possible now.
Customer: Upgrade to Express. Thanks!
Agent: Upgrade confirmed."
1,"Customer: Your chat system disconnected me right as I was explaining the issue.
Agent: I apologize. We see you are back. What was the issue?
Customer: I'm too frustrated. I'll just cancel everything."
0,"Customer: I need to know if this paint is suitable for outdoor use.
Agent: Yes, it is rated for all-weather, exterior application.
Customer: Perfect for my deck.
Agent: Enjoy your project!"
1,"Customer: I was charged a full subscription fee after the free trial ended.
Agent: I apologize. The trial terms stated auto-renewal.
Customer: That's a sneaky way to charge me. Refund it."
0,"Customer: I'm looking for a gift for a new homeowner.
Agent: Our smart coffee maker is a popular and useful housewarming gift.
Customer: I'll buy it. Thanks for the idea.
Agent: Great choice!"
1,"Customer: I waited on hold for 40 minutes for a simple question.
Agent: I apologize for the excessive wait.
Customer: I'm done. Closing my account due to poor service."
0,"Customer: Does this electronic item support Bluetooth 5.0?
Agent: Yes, it features the latest Bluetooth 5.0 technology.
Customer: Good. I'll place the order.
Agent: Great!"
1,"Customer: The item description was totally misleading about the material.
Agent: I apologize for the inaccurate description. You can return it.
Customer: You should cover the return shipping since it's misleading."
0,"Customer: I need to update my card details for my recurring order.
Agent: You can update them in the 'Saved Payments' section.
Customer: Done. Thanks!
Agent: Update confirmed."
1,"Customer: I received a notification about a late payment, but I paid on time!
Agent: I apologize for the billing error. I will manually clear the notice.
Customer: I'm cancelling my subscription due to bad billing."
0,"Customer: I wanted to compliment the easy website navigation.
Agent: Thank you! We strive for user-friendly design.
Customer: Great experience.
Agent: We appreciate your feedback."
1,"Customer: My package is stuck in transit for over a week.
Agent: I apologize. I will file a lost package claim.
Customer: Refund me now. I don't want to wait for the claim."
0,"Customer: Can I add a gift message to my order?
Agent: Yes, you can add a personalized message at checkout.
Customer: Perfect for my friend's birthday.
Agent: Message added."
1,"Customer: The advertised discount code is not working for my purchase.
Agent: That code has a minimum purchase requirement.
Customer: It didn't state that! I'm cancelling the order."
0,"Customer: I need to know if this fabric is pre-shrunk.
Agent: Yes, it is 100% pre-shrunk cotton.
Customer: Great. Thanks for the information.
Agent: You're welcome!"
1,"Customer: I was promised a refund yesterday, and it's not in my account.
Agent: I apologize. I will expedite the payment process right now.
Customer: It better show up today. This is frustrating."
0,"Customer: Can I change my delivery address to my office address?
Agent: Yes, I can update the address before it ships.
Customer: Update to my work address. Thanks.
Agent: Address changed."
1,"Customer: The price of the item dropped by $30 after I bought it.
Agent: I apologize. Our price match window is closed.
Customer: I'm returning it and buying it at the lower price."
0,"Customer: I'm looking for a gift that is environmentally friendly.
Agent: Our bamboo utensil set is sustainable and highly rated.
Customer: I'll buy that. Thanks for the suggestion.
Agent: Great ethical choice."
1,"Customer: Your returns process is way too complicated.
Agent: I apologize. I can walk you through the steps now.
Customer: No. I'm done. I'm taking my business to a simpler site."
0,"Customer: Does this product come with any free accessories?
Agent: Yes, it includes a free carrying case and a cleaning cloth.
Customer: Awesome bonus!
Agent: Enjoy the extras."
1,"Customer: I received a final warning about an unpaid bill, but I paid it.
Agent: I apologize for the system error. I'll clear the warning.
Customer: This is poor billing management. I'm leaving."
0,"Customer: I need to know if this item is safe for children under 3.
Agent: Yes, it is certified non-toxic and choke-hazard free.
Customer: Perfect for my toddler.
Agent: Safety first!"
1,"Customer: I keep getting unwanted promotional text messages.
Agent: I apologize. I will add your number to the Do Not Text list.
Customer: Permanently. I'm annoyed."
0,"Customer: I wanted to compliment the quality of the product. Very well made.
Agent: That's wonderful to hear! We appreciate your compliment.
Customer: Will definitely recommend you.
Agent: Thank you so much!"
1,"Customer: The coupon I received expired before I could use it.
Agent: I apologize. I can offer you a one-time discount code instead.
Customer: No. I wanted the original deal. Goodbye."
0,"Customer: Can I change the color of the pillowcases in my sheet set order?
Agent: Yes, as long as it hasn't shipped. Change confirmed.
Customer: Thanks for the flexibility!
Agent: You're welcome."
1,"Customer: My account was charged an annual fee without any warning.
Agent: I apologize. You should have received a notification.
Customer: Refund the fee. I'm cancelling the service."
0,"Customer: I'm looking for a gift for a cat owner.
Agent: Our interactive laser toy is very popular with cats.
Customer: I'll buy that. Thanks for the suggestion.
Agent: Your cat will love it!"
1,"Customer: I waited on hold for 35 minutes and was disconnected.
Agent: I apologize for the inconvenience. How can I help?
Customer: I'm too frustrated to continue. Cancel my account."
0,"Customer: I need to know the dimensions of the bedsheets.
Agent: They are 108 inches by 102 inches (King size).
Customer: Perfect fit for my bed.
Agent: Great!"
1,"Customer: The delivery driver left my package in a rain puddle.
Agent: I apologize for the driver's negligence. I'll file a complaint.
Customer: Refund the item. It's soaked."
0,"Customer: Can I pay with two different gift cards on the same order?
Agent: Yes, you can use up to three gift cards.
Customer: Great. Thanks!
Agent: You're all set."
1,"Customer: I received the wrong item. I'm done with this company.
Agent: I apologize. We can send the correct item right away.
Customer: No, refund me. I'll buy it elsewhere."
